pair_id,intervention,mechanism_hint,surrogate,surrogate_category,pathway,hallmark,relation_type,pmid,title,journal,year,study_type,article_score,surrogate_signal,sample_snippet,doi
nad_precursors_nad_nadh_ratio,Nad+ Precursors,NAD+ therapeutics; may support SIRT1 activation and systemic metabolic resilience,NAD+ NADH ratio,mitochondrial,redox balance,mitochondrial dysfunction,intervention_to_surrogate,37068054,Dietary Supplementation With NAD+-Boosting Compounds in Humans: Current Knowledge and Future Directions.,"The journals of gerontology. Series A, Biological sciences and medical sciences",2023,review,0.65,0.73,Dietary Supplementation With NAD+-Boosting Compounds in Humans: Current Knowledge and Future Directions.. Advancing age and many disease states are associated with declines in nicotinamide adenine dinucleotide (NAD+) lev,10.1093/gerona/glad106
nad_precursors_nad_nadh_ratio,Nad+ Precursors,NAD+ therapeutics; may support SIRT1 activation and systemic metabolic resilience,NAD+ NADH ratio,mitochondrial,redox balance,mitochondrial dysfunction,intervention_to_surrogate,33609766,Role of NAD+ in regulating cellular and metabolic signaling pathways.,Molecular metabolism,2021,review,0.55,0.63,"Role of NAD+ in regulating cellular and metabolic signaling pathways.. BACKGROUND: Nicotinamide adenine dinucleotide (NAD+), a critical coenzyme present in every living cell, is involved in a myriad of metabolic processe",10.1016/j.molmet.2021.101195
nad_precursors_nad_nadh_ratio,Nad+ Precursors,NAD+ therapeutics; may support SIRT1 activation and systemic metabolic resilience,NAD+ NADH ratio,mitochondrial,redox balance,mitochondrial dysfunction,intervention_to_surrogate,38340651,The therapeutic perspective of NAD+ precursors in age-related diseases.,Biochemical and biophysical research communications,2024,review,0.5,0.63,The therapeutic perspective of NAD+ precursors in age-related diseases.. Nicotinamide adenine dinucleotide (NAD+) is the fundamental molecule that performs numerous biological reactions and is crucial for maintaining cel,10.1016/j.bbrc.2024.149590
nad_precursors_nad_nadh_ratio,Nad+ Precursors,NAD+ therapeutics; may support SIRT1 activation and systemic metabolic resilience,NAD+ NADH ratio,mitochondrial,redox balance,mitochondrial dysfunction,intervention_to_surrogate,34517020,"Preclinical and clinical evidence of NAD+ precursors in health, disease, and ageing.",Mechanisms of ageing and development,2021,review,0.65,0.63,"Preclinical and clinical evidence of NAD+ precursors in health, disease, and ageing.. NAD+ is a fundamental molecule in human life and health as it participates in energy metabolism, cell signalling, mitochondrial homeos",10.1016/j.mad.2021.111567
nad_precursors_nad_nadh_ratio,Nad+ Precursors,NAD+ therapeutics; may support SIRT1 activation and systemic metabolic resilience,NAD+ NADH ratio,mitochondrial,redox balance,mitochondrial dysfunction,intervention_to_surrogate,34843394,"NAD+ Metabolism in Cardiac Health, Aging, and Disease.",Circulation,2021,preclinical,0.55,0.63,"NAD+ Metabolism in Cardiac Health, Aging, and Disease.. Nicotinamide adenine dinucleotide (NAD+) is a central metabolite involved in energy and redox homeostasis as well as in DNA repair and protein deacetylation reactio",10.1161/CIRCULATIONAHA.121.056589
nad_precursors_nad_nadh_ratio,Nad+ Precursors,NAD+ therapeutics; may support SIRT1 activation and systemic metabolic resilience,NAD+ NADH ratio,mitochondrial,redox balance,mitochondrial dysfunction,intervention_to_surrogate,31917996,NAD+ therapy in age-related degenerative disorders: A benefit/risk analysis.,Experimental gerontology,2020,meta_analysis,0.8,0.83,NAD+ therapy in age-related degenerative disorders: A benefit/risk analysis.. Nicotinamide adenine dinucleotide (NAD+) is an essential pyridine nucleotide that is present in all living cells. NAD+ acts as an important co,10.1016/j.exger.2020.110831
nad_precursors_met,Nad+ Precursors,NAD+ therapeutics; may support SIRT1 activation and systemic metabolic resilience,MET,oncology,receptor tyrosine kinase signaling,genomic instability,intervention_to_surrogate,31917996,NAD+ therapy in age-related degenerative disorders: A benefit/risk analysis.,Experimental gerontology,2020,meta_analysis,0.8,0.75,"icles were identified and 147 articles (113 preclinical and 34 clinical) met criteria for inclusion. Most studies indicated that the NAD+ precursors NAM, NR, nicotinamide mononucleotide",10.1016/j.exger.2020.110831
nad_precursors_nad_nadh_ratio,Nad+ Precursors,NAD+ therapeutics; may support SIRT1 activation and systemic metabolic resilience,NAD+ NADH ratio,mitochondrial,redox balance,mitochondrial dysfunction,intervention_to_surrogate,37671592,Human ovarian aging is characterized by oxidative damage and mitochondrial dysfunction.,"Human reproduction (Oxford, England)",2023,clinical_trial,0.7,0.73,Human ovarian aging is characterized by oxidative damage and mitochondrial dysfunction.. STUDY QUESTION: Are human ovarian aging and the age-related female fertility decline caused by oxidative stress and mitochondrial d,10.1093/humrep/dead177
nad_precursors_nad_nadh_ratio,Nad+ Precursors,NAD+ therapeutics; may support SIRT1 activation and systemic metabolic resilience,NAD+ NADH ratio,mitochondrial,redox balance,mitochondrial dysfunction,intervention_to_surrogate,41083806,NAD+ precursor supplementation in human ageing: clinical evidence and challenges.,Nature metabolism,2025,review,0.55,0.63,"NAD+ precursor supplementation in human ageing: clinical evidence and challenges.. Nicotinamide adenine dinucleotide (NAD+) is an essential molecule involved in cellular metabolism, and its decline has been implicated in",10.1038/s42255-025-01387-7
nad_precursors_nad_nadh_ratio,Nad+ Precursors,NAD+ therapeutics; may support SIRT1 activation and systemic metabolic resilience,NAD+ NADH ratio,mitochondrial,redox balance,mitochondrial dysfunction,intervention_to_surrogate,37364580,Nicotinamide Adenine Dinucleotide in Aging Biology: Potential Applications and Many Unknowns.,Endocrine reviews,2023,randomized_trial,0.7,0.73,"Nicotinamide Adenine Dinucleotide in Aging Biology: Potential Applications and Many Unknowns.. Recent research has unveiled an expansive role of NAD+ in cellular energy generation, redox reactions, and as a substrate or",10.1210/endrev/bnad019
nad_precursors_nad_nadh_ratio,Nad+ Precursors,NAD+ therapeutics; may support SIRT1 activation and systemic metabolic resilience,NAD+ NADH ratio,mitochondrial,redox balance,mitochondrial dysfunction,intervention_to_surrogate,40926126,"Emerging strategies, applications and challenges of targeting NAD+ in the clinic.",Nature aging,2025,review,0.55,0.63,"Emerging strategies, applications and challenges of targeting NAD+ in the clinic.. Beyond their classical functions as redox cofactors, recent fundamental and clinical research has expanded our understanding of the diver",10.1038/s43587-025-00947-6
nad_precursors_nad_nadh_ratio,Nad+ Precursors,NAD+ therapeutics; may support SIRT1 activation and systemic metabolic resilience,NAD+ NADH ratio,mitochondrial,redox balance,mitochondrial dysfunction,intervention_to_surrogate,33568522,Nicotinamide for the treatment of heart failure with preserved ejection fraction.,Science translational medicine,2021,preclinical,0.55,0.63,Nicotinamide for the treatment of heart failure with preserved ejection fraction.. Heart failure with preserved ejection fraction (HFpEF) is a highly prevalent and intractable form of cardiac decompensation commonly asso,10.1126/scitranslmed.abd7064
nad_precursors_nad_nadh_ratio,Nad+ Precursors,NAD+ therapeutics; may support SIRT1 activation and systemic metabolic resilience,NAD+ NADH ratio,mitochondrial,redox balance,mitochondrial dysfunction,intervention_to_surrogate,40117359,Nicotinamide riboside and nicotinamide mononucleotide facilitate NAD+ synthesis via enterohepatic circulation.,Science advances,2025,preclinical,0.4,0.63,Nicotinamide riboside and nicotinamide mononucleotide facilitate NAD+ synthesis via enterohepatic circulation.. Decreased nicotinamide adenine dinucleotide (oxidized form) (NAD+) levels are reportedly associated with sev,10.1126/sciadv.adr1538
nad_precursors_nad_nadh_ratio,Nad+ Precursors,NAD+ therapeutics; may support SIRT1 activation and systemic metabolic resilience,NAD+ NADH ratio,mitochondrial,redox balance,mitochondrial dysfunction,intervention_to_surrogate,40604314,The role of NAD+ metabolism and its modulation of mitochondria in aging and disease.,npj metabolic health and disease,2025,review,0.55,0.63,"The role of NAD+ metabolism and its modulation of mitochondria in aging and disease.. Nicotinamide adenine dinucleotide (NAD+) is a coenzyme involved in a plethora of physiological reactions, with a key relevance in supp",10.1038/s44324-025-00067-0
nad_precursors_nad_nadh_ratio,Nad+ Precursors,NAD+ therapeutics; may support SIRT1 activation and systemic metabolic resilience,NAD+ NADH ratio,mitochondrial,redox balance,mitochondrial dysfunction,intervention_to_surrogate,29599478,Chronic nicotinamide riboside supplementation is well-tolerated and elevates NAD+ in healthy middle-aged and older adults.,Nature communications,2018,randomized_trial,0.7,0.73,Chronic nicotinamide riboside supplementation is well-tolerated and elevates NAD+ in healthy middle-aged and older adults.. Nicotinamide adenine dinucleotide (NAD+) has emerged as a critical co-substrate for enzymes invo,10.1038/s41467-018-03421-7
nad_therapeutics_nad_nadh_ratio,Nad+ Therapeutics,supports mitochondrial NAD+ reserve and compensation for oxidative phosphorylation stress,NAD+ NADH ratio,mitochondrial,redox balance,mitochondrial dysfunction,intervention_to_surrogate,36331703,NAD+ Therapeutics and Skeletal Muscle Adaptation to Exercise in Humans.,"Sports medicine (Auckland, N.Z.)",2022,review,0.5,0.58,NAD+ Therapeutics and Skeletal Muscle Adaptation to Exercise in Humans.. Nicotinamide adenine dinucleotide (NAD+) is a vital energy intermediate in skeletal muscle. The discovery of dietary-derived NAD+ precursors has le,10.1007/s40279-022-01772-2
rapamycin_analogs_fasting_glucose,Rapamycin Analogs,mTOR: mTOR pathway inhibition similar to rapamycin,fasting glucose,metabolic,glucose metabolism,deregulated nutrient sensing,intervention_to_surrogate,26463117,Alternative rapamycin treatment regimens mitigate the impact of rapamycin on glucose homeostasis and the immune system.,Aging cell,2016,preclinical,0.4,0.72,"d we find that this schedule has a reduced impact on pyruvate tolerance, fasting glucose and insulin levels, beta cell function, and the immune system compared to daily rapamycin treatment. Further,",10.1111/acel.12405
rapamycin_analogs_pten,Rapamycin Analogs,mTOR: mTOR pathway inhibition similar to rapamycin,PTEN,oncology,PI3K AKT mTOR signaling,genomic instability,intervention_to_surrogate,27016228,"Tumor mutational analysis of GOG248, a phase II study of temsirolimus or temsirolimus and alternating megestrol acetate and tamoxifen for advanced endometrial cancer (EC): An NRG Oncology/Gynecologic Oncology Group study.",Gynecologic oncology,2016,clinical_trial,0.65,0.7,"R) 20%; progression-free survival (PFS) median 4.9months] and mutations (PTEN, PIK3CA, PIK3R1, KRAS, CTNNB1, AKT1, TSC1, TSC2, NF1, FBXW7) were explored. RESULTS: Sequencing data was obta",10.1016/j.ygyno.2016.02.025
ras_inhibitors_met,Ras Inhibitors,renin-angiotensin system inhibition; nephroprotective modulation of RAAS signaling,MET,oncology,receptor tyrosine kinase signaling,genomic instability,intervention_to_surrogate,28107561,Beta-blockers for hypertension.,The Cochrane database of systematic reviews,2017,randomized_trial,0.65,0.7,on morbidity and mortality endpoints in adults with hypertension. SEARCH METHODS: The Cochrane Hypertension Information Specialist searched the following databases for randomized control,10.1002/14651858.CD002003.pub5
ras_inhibitors_met,Ras Inhibitors,renin-angiotensin system inhibition; nephroprotective modulation of RAAS signaling,MET,oncology,receptor tyrosine kinase signaling,genomic instability,intervention_to_surrogate,17253471,Beta-blockers for hypertension.,The Cochrane database of systematic reviews,2007,clinical_trial,0.6,0.7,"sence of significant heterogeneity between studies (p>0.1), we performed meta-analysis using a fixed effects method. Otherwise, we used the random effects method and investigated the cau",10.1002/14651858.CD002003.pub2
ras_inhibitors_creatinine,Ras Inhibitors,renin-angiotensin system inhibition; nephroprotective modulation of RAAS signaling,creatinine,organ function,kidney function,loss of proteostasis,intervention_to_surrogate,23576066,To RAS or not to RAS? The evidence for and cautions with renin-angiotensin system inhibition in patients with diabetic kidney disease.,Pharmacotherapy,2013,randomized_trial,0.6,0.72,"idney-related outcomes (composite of dialysis initiation, doubling serum creatinine concentration, or death) were increased with ACEI plus ARB or DRI plus ARB combinations. Consequently, dual t",10.1002/phar.1232
senolytic_strategies_p16ink4a_expression,Senolytic Strategies,selective elimination of senescent cells to reduce SASP-driven neuroinflammation and microglial dysfunction,p16INK4a expression,senescence,cell cycle arrest,cellular senescence,intervention_to_surrogate,34135081,Progressive Cellular Senescence Mediates Renal Dysfunction in Ischemic Nephropathy.,Journal of the American Society of Nephrology : JASN,2021,preclinical,0.4,0.7,Progressive Cellular Senescence Mediates Renal Dysfunction in Ischemic Nephropathy.. BACKGROUND: Peripheral vascular diseases may induce chronic ischemia and cellular injury distal to the arterial obstruction. Cellular s,10.1681/ASN.2020091373
senolytic_strategies_sasp_panel,Senolytic Strategies,selective elimination of senescent cells to reduce SASP-driven neuroinflammation and microglial dysfunction,SASP panel,senescence,secretory phenotype,cellular senescence,intervention_to_surrogate,41135083,p21-Positive Senescent Stromal Cells Promote Prostate Cancer Immune Suppression and Progression That Can Be Reversed by Senolytic Therapy.,Cancer discovery,2026,preclinical,0.5,0.8,p21-Positive Senescent Stromal Cells Promote Prostate Cancer Immune Suppression and Progression That Can Be Reversed by Senolytic Therapy.. UNLABELLED: Cellular senescence is a well-established tumor-suppressive cell-cyc,10.1158/2159-8290.CD-25-1212
